GCA_000807975.1|L747_04235	GCA_000833405.1|N624_2101	GCA_002017995.1|LG101_04940	GCA_002117225.1|AZI09_07150	GCA_002117325.1|AZI10_07490	GCA_002117345.1|AZI11_05660	GCA_002117375.1|AZI12_05705	GCA_002532155.1|OJNHFJDN_02015	GCA_003184305.1|CCS05_05705	GCA_006228205.1|UCCLBBS124_1016	GCA_006228225.1|SAC12_1027	GCA_006228245.1|UCCLB556_0915	GCA_006228265.1|UCCLB95_0944	GCA_006228285.1|UCCLBBS449_1461	GCA_006228305.1|UCCLB521_0913	GCA_006538845.1|LBR02_04100	GCA_006538905.1|LBR03_06560	GCA_009741845.1|GII22_05300	GCA_015238595.1|GNY08_04930	GCA_020509325.1|IAX23_01750	GCA_020741515.1|K8V89_06970	GCA_021383565.1|KB236_03110	GCA_021384395.1|LL940_08405	GCA_021384405.1|LL937_11265	GCA_021384415.1|LLM24_11545	GCA_021384445.1|LL939_11805	GCA_021384495.1|LL934_11605	GCA_021384505.1|LL942_08215	GCA_021384515.1|LL938_11375	GCA_021384555.1|LL945_08350	GCA_021384565.1|LL941_11280	GCA_021384595.1|LL943_11540	GCA_021384615.1|LL936_07325	GCA_024330045.1|NMO39_01585	GCA_025194305.1|EFR96_09720	GCA_025194385.1|EFS16_10930	GCA_025194405.1|EFS18_01470	GCA_025194465.1|EFS17_11505	GCA_025194515.1|EFS12_04465	GCA_025194545.1|EFS11_10945	GCA_025447255.1|N7L94_05160	GCA_026410225.1|OSJ94_03145	GCA_026622905.1|HJNLGKMP_01941	GCA_026626025.1|ORR04_01230	GCA_030378305.1|QTN53_04925	GCA_039839865.1|ABGN26_01790	GCA_900116945.1|NDEPAJBD_00380	GCA_900116975.1|HKAJCJDL_01745	GCA_900116995.1|IKIEPMFM_00932	GCA_900117015.1|BBJIONDP_01706	GCA_900117025.1|PHHBCBHJ_02442	GCA_900117045.1|KIFFLEHN_00217	GCA_902386565.1|JIJAMNCH_00290	GCA_925279105.1|FBDNDNPJ_00628	GCF_001010995.1|AAX72_RS01410	GCF_001923045.1|ADT67_RS10745	GCA_023744035.1|NE295_08615	GCF_001636145.1|AWV73_RS04645
GCA_000833405.1|N624_0826	GCA_039839865.1|ABGN26_01205	GCA_025194465.1|EFS17_06210	GCA_025194515.1|EFS12_05375	GCA_021384505.1|LL942_01295	GCA_002117225.1|AZI09_10450	GCA_002017995.1|LG101_01570	GCA_025194385.1|EFS16_08220	GCA_025194305.1|EFR96_01540	GCA_025194405.1|EFS18_05700	GCA_002117325.1|AZI10_10805	GCA_021384495.1|LL934_00800	GCA_000807975.1|L747_09565	GCA_021384395.1|LL940_01385	GCA_003184305.1|CCS05_02100
GCA_002117375.1|AZI12_12015	GCA_900117025.1|PHHBCBHJ_02360	GCA_002117345.1|AZI11_11985	GCA_006228205.1|UCCLBBS124_2330	GCA_900116995.1|IKIEPMFM_00543	GCA_026622905.1|HJNLGKMP_00663	GCA_000833405.1|N624_0162	GCA_900117015.1|BBJIONDP_01926	GCA_900116945.1|NDEPAJBD_01150	GCF_001923045.1|ADT67_RS01850	GCA_900116975.1|HKAJCJDL_02091	GCA_900117045.1|KIFFLEHN_01327	GCA_020741515.1|K8V89_06625	GCA_006228265.1|UCCLB95_2178	GCA_006228285.1|UCCLBBS449_2317
GCA_021384615.1|LL936_06160	GCA_003184305.1|CCS05_06125	GCA_021384565.1|LL941_05510	GCA_021384395.1|LL940_06155	GCA_021384445.1|LL939_06125	GCA_021384515.1|LL938_05570	GCA_020741515.1|K8V89_07335	GCA_021384495.1|LL934_10135	GCA_002117325.1|AZI10_07070	GCA_002117225.1|AZI09_06725	GCA_021384405.1|LL937_05505	GCA_021384505.1|LL942_06115	GCA_021384595.1|LL943_05810	GCA_021384555.1|LL945_05945	GCA_021384415.1|LLM24_05880
GCA_900117045.1|KIFFLEHN_00937	GCA_006228285.1|UCCLBBS449_1296	GCA_002117325.1|AZI10_06515	GCA_002117375.1|AZI12_06630	GCA_000807975.1|L747_05040	GCA_006228265.1|UCCLB95_1128	GCA_900117025.1|PHHBCBHJ_02166	GCA_900116995.1|IKIEPMFM_02225	GCA_006228205.1|UCCLBBS124_1201	GCA_025447255.1|N7L94_06075	GCF_001923045.1|ADT67_RS13565	GCA_020741515.1|K8V89_05705	GCA_900116975.1|HKAJCJDL_01729	GCA_002117345.1|AZI11_06585	GCA_900117015.1|BBJIONDP_02254
GCA_025194465.1|EFS17_12645	GCA_021384595.1|LL943_11710	GCA_006538905.1|LBR03_22780	GCA_025194545.1|EFS11_05930	GCA_002017995.1|LG101_13500	GCA_021384515.1|LL938_11835	GCA_003184305.1|CCS05_13030	GCA_021384445.1|LL939_12030	GCA_025194515.1|EFS12_12510	GCA_021384415.1|LLM24_11790	GCA_002017995.1|LG101_13805	GCA_021384505.1|LL942_10185	GCA_021384405.1|LL937_11735	GCA_006228245.1|UCCLB556_pD0022	GCA_021384565.1|LL941_11795	GCA_021384555.1|LL945_10180
GCA_900116945.1|NDEPAJBD_00762	GCA_006538845.1|LBR02_02170	GCA_900117015.1|BBJIONDP_01973	GCA_900117025.1|PHHBCBHJ_02407	GCA_006228265.1|UCCLB95_2132	GCA_025194385.1|EFS16_12585	GCA_002117225.1|AZI09_01310	GCA_900116995.1|IKIEPMFM_00496	GCA_006538905.1|LBR03_19230	GCA_002117225.1|AZI09_01205	GCA_002117345.1|AZI11_09790	GCA_002117375.1|AZI12_09845	GCA_900116975.1|HKAJCJDL_02138	GCA_900117045.1|KIFFLEHN_01374	GCA_025194515.1|EFS12_02570	GCA_002117325.1|AZI10_01300
GCA_900117045.1|KIFFLEHN_00953	GCA_900117025.1|PHHBCBHJ_00172	GCA_002117345.1|AZI11_06005	GCA_006228265.1|UCCLB95_1015	GCA_000833405.1|N624_2015	GCA_900116945.1|NDEPAJBD_02194	GCA_025447255.1|N7L94_05510	GCA_006228205.1|UCCLBBS124_1086	GCA_002117375.1|AZI12_06050	GCA_000833405.1|N624_2016	GCA_900117015.1|BBJIONDP_00471	GCA_000807975.1|L747_04565	GCF_001923045.1|ADT67_RS09680	GCA_900116995.1|IKIEPMFM_02223	GCA_900116975.1|HKAJCJDL_02059	GCA_006228285.1|UCCLBBS449_1389
GCA_030378305.1|QTN53_12170	GCA_900116995.1|IKIEPMFM_00254	GCF_001010995.1|AAX72_RS08895	GCA_003184305.1|CCS05_12315	GCA_900116975.1|HKAJCJDL_02284	GCA_026626025.1|ORR04_12655	GCA_021384495.1|LL934_06720	GCA_025194465.1|EFS17_00235	GCA_024330045.1|NMO39_11375	GCA_002117345.1|AZI11_13640	GCA_030378305.1|QTN53_12395	GCA_025194385.1|EFS16_00780	GCA_025194545.1|EFS11_03385	GCA_902386565.1|JIJAMNCH_01845	GCA_900117045.1|KIFFLEHN_02679	GCA_002532155.1|OJNHFJDN_00021
GCA_002117345.1|AZI11_04250	GCA_002117375.1|AZI12_04275	GCA_006228245.1|UCCLB556_1226	GCA_009741845.1|GII22_02500	GCA_025194545.1|EFS11_03035	GCA_006228205.1|UCCLBBS124_1414	GCA_006228225.1|SAC12_0764	GCA_015238595.1|GNY08_06500	GCA_026626025.1|ORR04_05330	GCF_001010995.1|AAX72_RS08420	GCA_025194385.1|EFS16_12340	GCA_025194405.1|EFS18_11735	GCA_006538845.1|LBR02_00400	GCA_026410225.1|OSJ94_03885	GCA_026626025.1|ORR04_02795	GCA_020509325.1|IAX23_11600
GCA_900116975.1|HKAJCJDL_02266	GCA_900117015.1|BBJIONDP_00333	GCA_002117345.1|AZI11_00520	GCF_001923045.1|ADT67_RS08690	GCA_000807975.1|L747_01665	GCA_900117025.1|PHHBCBHJ_01770	GCA_900116995.1|IKIEPMFM_01007	GCA_006228205.1|UCCLBBS124_0122	GCA_006228285.1|UCCLBBS449_0098	GCA_000833405.1|N624_0496	GCA_900117045.1|KIFFLEHN_02454	GCA_025447255.1|N7L94_00420	GCA_900116945.1|NDEPAJBD_00348	GCA_002117375.1|AZI12_00525	GCA_000833405.1|N624_0495	GCA_006228265.1|UCCLB95_0082
GCA_024330045.1|NMO39_11300	GCA_030378305.1|QTN53_12335	GCA_026626025.1|ORR04_12740	GCA_003184305.1|CCS05_12260	GCA_902386565.1|JIJAMNCH_01829	GCA_002117375.1|AZI12_13425	GCA_025194465.1|EFS17_00185	GCA_900117045.1|KIFFLEHN_01737	GCA_025194385.1|EFS16_13025	GCA_900116995.1|IKIEPMFM_01808	GCA_900116975.1|HKAJCJDL_02006	GCA_002532155.1|OJNHFJDN_00009	GCA_030378305.1|QTN53_12220	GCA_030378305.1|QTN53_11880	GCF_001010995.1|AAX72_RS08815	GCA_025194545.1|EFS11_03440	GCA_002117345.1|AZI11_13565
GCA_002117345.1|AZI11_04245	GCA_002117375.1|AZI12_04270	GCA_002017995.1|LG101_11730	GCA_002017995.1|LG101_11865	GCA_002532155.1|OJNHFJDN_01246	GCA_006228225.1|SAC12_0763	GCA_006228225.1|SAC12_pA0008	GCA_015238595.1|GNY08_12495	GCA_025194515.1|EFS12_12350	GCA_026622905.1|HJNLGKMP_02020	GCA_026626025.1|ORR04_05335	GCA_030378305.1|QTN53_13530	GCF_001923045.1|ADT67_RS12720	GCA_006228305.1|UCCLB521_pC0027	GCA_023744035.1|NE295_11005	GCA_026410225.1|OSJ94_12330	GCA_039839865.1|ABGN26_12285
GCA_002117225.1|AZI09_04350	GCA_900116995.1|IKIEPMFM_00215	GCA_006228245.1|UCCLB556_1232	GCA_006228205.1|UCCLBBS124_1464	GCA_025194515.1|EFS12_01930	GCA_002532155.1|OJNHFJDN_00761	GCA_900117025.1|PHHBCBHJ_01117	GCA_030378305.1|QTN53_06600	GCA_020741515.1|K8V89_08830	GCA_002117325.1|AZI10_04685	GCA_900116975.1|HKAJCJDL_01409	GCA_006228225.1|SAC12_0747	GCA_900117045.1|KIFFLEHN_01050	GCA_002117325.1|AZI10_04330	GCA_006228205.1|UCCLBBS124_1432	GCA_015238595.1|GNY08_06555	GCA_026622905.1|HJNLGKMP_02551
GCF_001923045.1|ADT67_RS12725	GCA_002017995.1|LG101_11860	GCA_002117375.1|AZI12_04265	GCA_030378305.1|QTN53_06535	GCA_015238595.1|GNY08_12490	GCA_023744035.1|NE295_11010	GCA_026410225.1|OSJ94_12335	GCA_025194515.1|EFS12_12345	GCA_023744035.1|NE295_11095	GCA_002117345.1|AZI11_04240	GCA_006228305.1|UCCLB521_pC0026	GCA_039839865.1|ABGN26_12290	GCA_002017995.1|LG101_11725	GCA_026622905.1|HJNLGKMP_02021	GCA_006228205.1|UCCLBBS124_1416	GCA_006228225.1|SAC12_pA0009	GCA_002532155.1|OJNHFJDN_01245
GCA_021384595.1|LL943_12585	GCA_025194465.1|EFS17_00750	GCA_902386565.1|JIJAMNCH_02668	GCA_025194515.1|EFS12_08315	GCF_001010995.1|AAX72_RS13575	GCA_021384445.1|LL939_11690	GCA_026410225.1|OSJ94_12590	GCA_030378305.1|QTN53_14010	GCA_021384555.1|LL945_11215	GCA_021384505.1|LL942_11195	GCA_030378305.1|QTN53_14030	GCA_021384615.1|LL936_11940	GCA_021384395.1|LL940_11715	GCA_030378305.1|QTN53_13935	GCA_030378305.1|QTN53_13755	GCA_039839865.1|ABGN26_12505	GCA_021384495.1|LL934_12770	GCA_006228305.1|UCCLB521_pE0001
GCA_015238595.1|GNY08_10675	GCA_000807975.1|L747_12135	GCA_900116945.1|NDEPAJBD_01075	GCA_015238595.1|GNY08_10665	GCA_002117345.1|AZI11_11475	GCA_006228265.1|UCCLB95_2081	GCA_006228285.1|UCCLBBS449_2212	GCA_900116975.1|HKAJCJDL_00044	GCA_900116995.1|IKIEPMFM_02477	GCA_900117015.1|BBJIONDP_01515	GCA_900117025.1|PHHBCBHJ_01710	GCA_900117045.1|KIFFLEHN_01163	GCF_001923045.1|ADT67_RS04865	GCA_025194385.1|EFS16_04700	GCA_000833405.1|N624_2646	GCA_002117375.1|AZI12_11510	GCA_000807975.1|L747_12145	GCA_900116945.1|NDEPAJBD_00706
GCA_902386565.1|JIJAMNCH_01717	GCA_026622905.1|HJNLGKMP_02509	GCF_001010995.1|AAX72_RS14070	GCA_006228205.1|UCCLBBS124_1454	GCA_002117325.1|AZI10_04550	GCA_025194515.1|EFS12_01735	GCA_002532155.1|OJNHFJDN_01421	GCF_001010995.1|AAX72_RS13980	GCA_015238595.1|GNY08_06360	GCA_025194385.1|EFS16_14565	GCA_024330045.1|NMO39_09050	GCA_026626025.1|ORR04_05190	GCA_020509325.1|IAX23_11745	GCA_025194385.1|EFS16_14090	GCA_026410225.1|OSJ94_11470	GCA_006228205.1|UCCLBBS124_1382	GCA_006228225.1|SAC12_0793	GCA_002117325.1|AZI10_04890	GCA_902386565.1|JIJAMNCH_00386	GCA_025194545.1|EFS11_03185
GCA_025194385.1|EFS16_13630	GCA_026626025.1|ORR04_12650	GCA_026626025.1|ORR04_14045	GCA_030378305.1|QTN53_12400	GCA_021384395.1|LL940_12600	GCA_025194385.1|EFS16_12925	GCA_025194385.1|EFS16_00785	GCA_025194515.1|EFS12_12670	GCA_025194305.1|EFR96_04580	GCA_025194405.1|EFS18_14060	GCA_025194385.1|EFS16_14550	GCA_021384395.1|LL940_10190	GCA_025194405.1|EFS18_13965	GCA_015238595.1|GNY08_12610	GCA_025194405.1|EFS18_12735	GCA_025194515.1|EFS12_01125	GCA_039839865.1|ABGN26_11190	GCA_025194465.1|EFS17_00240	GCA_025194515.1|EFS12_11015	GCA_025194465.1|EFS17_02530	GCA_025194405.1|EFS18_14325	GCA_025194545.1|EFS11_08795	GCA_039839865.1|ABGN26_12960	GCA_025194385.1|EFS16_13915	GCA_020509325.1|IAX23_03785	GCA_026626025.1|ORR04_12175	GCF_001010995.1|AAX72_RS14770	GCA_021384415.1|LLM24_11980	GCA_000833405.1|N624_0013	GCA_025194385.1|EFS16_12410	GCA_025194385.1|EFS16_14095	GCA_021384415.1|LLM24_12755	GCF_001010995.1|AAX72_RS14750	GCA_039839865.1|ABGN26_12835	GCA_025194515.1|EFS12_12140	GCA_025194515.1|EFS12_12420	GCA_026626025.1|ORR04_14335	GCA_015238595.1|GNY08_13010	GCF_001010995.1|AAX72_RS14745	GCA_025194405.1|EFS18_14295	GCA_025194405.1|EFS18_13675	GCF_001010995.1|AAX72_RS14765
GCF_001923045.1|ADT67_RS00450	GCA_006228285.1|UCCLBBS449_0126	GCA_000833405.1|N624_0528	GCA_002117345.1|AZI11_00690	GCA_900117025.1|PHHBCBHJ_02091	GCA_025447255.1|N7L94_00585	GCA_900116945.1|NDEPAJBD_02427	GCA_900117015.1|BBJIONDP_00492	GCA_900116975.1|HKAJCJDL_02729	GCA_900116995.1|IKIEPMFM_02118	GCA_002117375.1|AZI12_00695	GCA_900117045.1|KIFFLEHN_02334	GCA_006228265.1|UCCLB95_0116	GCA_000807975.1|L747_10840
GCA_002532155.1|OJNHFJDN_01780	GCA_006228205.1|UCCLBBS124_0711	GCA_006228285.1|UCCLBBS449_0710	GCA_026622905.1|HJNLGKMP_00853	GCA_900116945.1|NDEPAJBD_00283	GCA_900116975.1|HKAJCJDL_00515	GCA_900116995.1|IKIEPMFM_00105	GCA_900117015.1|BBJIONDP_02089	GCA_900117025.1|PHHBCBHJ_00136	GCA_900117045.1|KIFFLEHN_00573	GCA_902386565.1|JIJAMNCH_00978	GCA_925279105.1|FBDNDNPJ_00942	GCA_006228225.1|SAC12_0645	GCA_006228305.1|UCCLB521_0614
GCA_002117225.1|AZI09_01495	GCA_002117325.1|AZI10_01480	GCA_003184305.1|CCS05_10865	GCA_021384395.1|LL940_08540	GCA_021384405.1|LL937_07755	GCA_021384415.1|LLM24_08275	GCA_021384445.1|LL939_08395	GCA_021384495.1|LL934_08110	GCA_021384505.1|LL942_08360	GCA_021384515.1|LL938_07970	GCA_021384555.1|LL945_08485	GCA_021384565.1|LL941_07765	GCA_021384595.1|LL943_08060	GCA_021384615.1|LL936_07825
GCA_002117225.1|AZI09_04425	GCA_002117325.1|AZI10_04410	GCA_002117345.1|AZI11_04255	GCA_002117375.1|AZI12_04280	GCA_025194545.1|EFS11_03040	GCA_900116975.1|HKAJCJDL_01105	GCA_900116995.1|IKIEPMFM_00196	GCA_900117025.1|PHHBCBHJ_01098	GCA_900117045.1|KIFFLEHN_01069	GCA_006228245.1|UCCLB556_1225	GCA_009741845.1|GII22_02495	GCA_925279105.1|FBDNDNPJ_01626	GCA_030378305.1|QTN53_06520	GCA_020741515.1|K8V89_08775
GCA_000833405.1|N624_2839	GCA_006228265.1|UCCLB95_pA0008	GCA_002117375.1|AZI12_14070	GCA_900116945.1|NDEPAJBD_01041	GCA_900116975.1|HKAJCJDL_02592	GCA_900117025.1|PHHBCBHJ_02617	GCA_000807975.1|L747_00240	GCA_006228285.1|UCCLBBS449_pC0032	GCA_002117345.1|AZI11_13880	GCA_002117225.1|AZI09_12885	GCA_900117045.1|KIFFLEHN_01409	GCA_900117015.1|BBJIONDP_02465	GCA_900116995.1|IKIEPMFM_01088	GCA_006228205.1|UCCLBBS124_pC0010
GCA_021384445.1|LL939_11780	GCA_021384615.1|LL936_12425	GCA_006538905.1|LBR03_22200	GCA_015238595.1|GNY08_12260	GCA_003184305.1|CCS05_12215	GCA_021384495.1|LL934_10890	GCA_039839865.1|ABGN26_12600	GCA_900116975.1|HKAJCJDL_01996	GCA_900116995.1|IKIEPMFM_02039	GCA_025194385.1|EFS16_12195	GCA_025194465.1|EFS17_00140	GCA_900117045.1|KIFFLEHN_00470	GCA_030378305.1|QTN53_12285	GCA_024330045.1|NMO39_11250
GCA_021384415.1|LLM24_11255	GCA_021384395.1|LL940_11485	GCA_021384515.1|LL938_11125	GCA_024330045.1|NMO39_07395	GCA_021384555.1|LL945_11325	GCA_021384615.1|LL936_11720	GCA_021384445.1|LL939_11405	GCA_002117325.1|AZI10_11415	GCA_021384505.1|LL942_11280	GCA_021384405.1|LL937_11005	GCA_021384565.1|LL941_11070	GCA_021384495.1|LL934_11360	GCA_002117225.1|AZI09_11060	GCA_021384595.1|LL943_11215
GCA_025194305.1|EFR96_04025	GCA_026626025.1|ORR04_12115	GCA_925279105.1|FBDNDNPJ_01037	GCA_006538905.1|LBR03_21380	GCA_025194545.1|EFS11_12595	GCA_025194515.1|EFS12_08705	GCA_006538845.1|LBR02_19100	GCA_025194385.1|EFS16_13045	GCA_009741845.1|GII22_09415	GCA_026410225.1|OSJ94_04465	GCF_001010995.1|AAX72_RS11705	GCA_902386565.1|JIJAMNCH_02421	GCA_026622905.1|HJNLGKMP_01162	GCA_025194405.1|EFS18_04520
GCA_021384415.1|LLM24_12670	GCA_021384595.1|LL943_11265	GCA_025194515.1|EFS12_08270	GCA_021384555.1|LL945_12455	GCA_021384445.1|LL939_12905	GCA_030378305.1|QTN53_13905	GCA_006538905.1|LBR03_21510	GCA_026626025.1|ORR04_14430	GCA_021384515.1|LL938_12390	GCA_021384405.1|LL937_10310	GCA_021384395.1|LL940_12920	GCA_021384505.1|LL942_12045	GCA_021384495.1|LL934_11425	GCA_021384565.1|LL941_12360
GCA_006228305.1|UCCLB521_1476	GCA_006228225.1|SAC12_1700	GCA_024330045.1|NMO39_06100	GCA_002532155.1|OJNHFJDN_00504	GCA_021384515.1|LL938_11910	GCA_021384405.1|LL937_11845	GCA_021384565.1|LL941_11875	GCA_020741515.1|K8V89_06880	GCA_021384415.1|LLM24_12200	GCA_026622905.1|HJNLGKMP_02066	GCA_026626025.1|ORR04_04520	GCA_025194545.1|EFS11_01690	GCA_021384445.1|LL939_12150	GCA_026410225.1|OSJ94_12865
GCA_900117015.1|BBJIONDP_00343	GCA_900117025.1|PHHBCBHJ_00318	GCA_006228285.1|UCCLBBS449_0970	GCA_000807975.1|L747_03670	GCA_002532155.1|OJNHFJDN_01136	GCF_001923045.1|ADT67_RS11780	GCA_026410225.1|OSJ94_06875	GCA_900116995.1|IKIEPMFM_00357	GCA_900116945.1|NDEPAJBD_02124	GCA_900116975.1|HKAJCJDL_00464	GCA_900117045.1|KIFFLEHN_02005	GCA_026622905.1|HJNLGKMP_00965	GCA_003184305.1|CCS05_04935	GCA_006228265.1|UCCLB95_0797
GCA_006228205.1|UCCLBBS124_1198	GCA_900116945.1|NDEPAJBD_00699	GCA_000833405.1|N624_1904	GCA_025447255.1|N7L94_06060	GCA_900116975.1|HKAJCJDL_01692	GCA_900116995.1|IKIEPMFM_01796	GCA_900117015.1|BBJIONDP_00425	GCA_002117345.1|AZI11_06570	GCA_002117375.1|AZI12_06615	GCA_900117025.1|PHHBCBHJ_01393	GCA_006228265.1|UCCLB95_1100	GCA_006228285.1|UCCLBBS449_1299	GCF_001923045.1|ADT67_RS13485	GCA_900117045.1|KIFFLEHN_00834
GCA_000807975.1|L747_07710	GCA_009741845.1|GII22_01680	GCA_025447255.1|N7L94_09025	GCA_900116945.1|NDEPAJBD_02112	GCA_900116975.1|HKAJCJDL_00961	GCA_900116995.1|IKIEPMFM_00418	GCA_900117015.1|BBJIONDP_01758	GCA_900117025.1|PHHBCBHJ_01211	GCA_900117045.1|KIFFLEHN_01644	GCA_925279105.1|FBDNDNPJ_00098	GCF_001923045.1|ADT67_RS14355	GCA_002532155.1|OJNHFJDN_01315	GCA_026622905.1|HJNLGKMP_01620	GCA_902386565.1|JIJAMNCH_00096
GCA_000807975.1|L747_08045	GCA_002117345.1|AZI11_09975	GCA_002117375.1|AZI12_10030	GCA_006228205.1|UCCLBBS124_1897	GCA_006228285.1|UCCLBBS449_1920	GCA_021384395.1|LL940_07640	GCA_021384415.1|LLM24_03825	GCA_900116945.1|NDEPAJBD_00062	GCA_900116975.1|HKAJCJDL_00336	GCA_900116995.1|IKIEPMFM_01869	GCA_900117015.1|BBJIONDP_02371	GCA_900117025.1|PHHBCBHJ_01911	GCA_900117045.1|KIFFLEHN_01655	GCF_001923045.1|ADT67_RS14605
GCA_900117045.1|KIFFLEHN_00003	GCA_002117345.1|AZI11_10470	GCF_001923045.1|ADT67_RS04500	GCA_000833405.1|N624_2446	GCA_900117015.1|BBJIONDP_01315	GCA_900116945.1|NDEPAJBD_02423	GCA_025447255.1|N7L94_09855	GCA_006228265.1|UCCLB95_0435	GCA_006228205.1|UCCLBBS124_1999	GCA_000807975.1|L747_11070	GCA_900116975.1|HKAJCJDL_01903	GCA_900117025.1|PHHBCBHJ_00660	GCA_900116995.1|IKIEPMFM_01112	GCA_006228285.1|UCCLBBS449_2027
GCF_001923045.1|ADT67_RS08350	GCA_900117045.1|KIFFLEHN_01917	GCA_006228205.1|UCCLBBS124_1083	GCA_002117345.1|AZI11_05990	GCA_006228265.1|UCCLB95_1012	GCA_900117015.1|BBJIONDP_01665	GCA_900116975.1|HKAJCJDL_01365	GCA_002117375.1|AZI12_06035	GCA_000833405.1|N624_2020	GCA_900116945.1|NDEPAJBD_02197	GCA_006228285.1|UCCLBBS449_1393	GCA_900116995.1|IKIEPMFM_01384	GCA_025447255.1|N7L94_05495	GCA_900117025.1|PHHBCBHJ_00851
GCA_025194385.1|EFS16_12190	GCA_015238595.1|GNY08_12265	GCA_900116975.1|HKAJCJDL_01997	GCA_030378305.1|QTN53_12290	GCA_021384445.1|LL939_11775	GCA_900117045.1|KIFFLEHN_00471	GCA_006538905.1|LBR03_22210	GCA_025194465.1|EFS17_00145	GCA_021384615.1|LL936_12420	GCA_039839865.1|ABGN26_12605	GCA_021384495.1|LL934_10885	GCA_003184305.1|CCS05_12220	GCA_024330045.1|NMO39_11255	GCA_900116995.1|IKIEPMFM_02040
GCA_002117225.1|AZI09_00660	GCA_006538905.1|LBR03_12460	GCA_006538845.1|LBR02_20740	GCA_021384405.1|LL937_05965	GCA_021384415.1|LLM24_06675	GCA_021384565.1|LL941_05970	GCA_021384595.1|LL943_06270	GCA_021384395.1|LL940_06785	GCA_021384495.1|LL934_06990	GCA_021384505.1|LL942_06505	GCA_021384515.1|LL938_06370	GCA_021384555.1|LL945_06910	GCA_039839865.1|ABGN26_12575	GCA_023744035.1|NE295_03480
GCA_002117375.1|AZI12_10520	GCA_000807975.1|L747_11075	GCA_006228285.1|UCCLBBS449_2028	GCF_001923045.1|ADT67_RS04505	GCA_900116975.1|HKAJCJDL_01904	GCA_900116995.1|IKIEPMFM_01113	GCA_900117015.1|BBJIONDP_01314	GCA_900117025.1|PHHBCBHJ_00659	GCA_900117045.1|KIFFLEHN_00004	GCA_006228265.1|UCCLB95_0434	GCA_900116945.1|NDEPAJBD_02422	GCA_006228205.1|UCCLBBS124_2000	GCA_025447255.1|N7L94_09860	GCA_002117345.1|AZI11_10475
GCA_002017995.1|LG101_06285	GCA_006228225.1|SAC12_1293	GCA_006228245.1|UCCLB556_1182	GCA_006538845.1|LBR02_09100	GCA_006538905.1|LBR03_04160	GCA_025194305.1|EFR96_11575	GCA_025194385.1|EFS16_13770	GCA_025194405.1|EFS18_09395	GCA_025194545.1|EFS11_11250	GCA_026622905.1|HJNLGKMP_01807	GCA_902386565.1|JIJAMNCH_02455	GCA_925279105.1|FBDNDNPJ_01672	GCA_006228305.1|UCCLB521_1176	GCA_025194515.1|EFS12_12295
GCA_000833405.1|N624_2019	GCA_002117345.1|AZI11_05995	GCA_002117375.1|AZI12_06040	GCA_006228205.1|UCCLBBS124_1084	GCA_006228285.1|UCCLBBS449_1392	GCA_025447255.1|N7L94_05500	GCA_900116975.1|HKAJCJDL_01366	GCA_900116995.1|IKIEPMFM_01383	GCA_900117015.1|BBJIONDP_01664	GCA_900117025.1|PHHBCBHJ_00850	GCA_900117045.1|KIFFLEHN_01916	GCF_001923045.1|ADT67_RS08355	GCA_900116945.1|NDEPAJBD_02196	GCA_006228265.1|UCCLB95_1013
GCA_900117045.1|KIFFLEHN_01414	GCA_900117015.1|BBJIONDP_02460	GCA_002117345.1|AZI11_14225	GCA_002117225.1|AZI09_12860	GCA_900116975.1|HKAJCJDL_02597	GCA_002117375.1|AZI12_14095	GCA_006228205.1|UCCLBBS124_pC0005	GCA_006228265.1|UCCLB95_pA0013	GCA_000833405.1|N624_2830	GCA_000807975.1|L747_00215	GCA_900116995.1|IKIEPMFM_01093	GCA_900117025.1|PHHBCBHJ_02622	GCA_900116945.1|NDEPAJBD_01219	GCA_006228285.1|UCCLBBS449_pC0027
GCA_021384505.1|LL942_12005	GCA_021384515.1|LL938_11850	GCA_021384555.1|LL945_11975	GCA_021384405.1|LL937_11770	GCA_026410225.1|OSJ94_11965	GCA_003184305.1|CCS05_06195	GCA_024330045.1|NMO39_10230	GCA_002117325.1|AZI10_07000	GCA_021384415.1|LLM24_12135	GCA_021384565.1|LL941_11810	GCA_021384615.1|LL936_12575	GCA_021384395.1|LL940_12335	GCA_002117225.1|AZI09_06650	GCA_021384595.1|LL943_12115
GCA_025194465.1|EFS17_02525	GCA_902386565.1|JIJAMNCH_02632	GCA_021384395.1|LL940_12585	GCA_039839865.1|ABGN26_12770	GCA_021384595.1|LL943_12320	GCA_021384515.1|LL938_12145	GCA_021384415.1|LLM24_12435	GCA_021384565.1|LL941_12100	GCA_021384615.1|LL936_11905	GCA_021384405.1|LL937_12050	GCA_000807975.1|L747_01090	GCF_001010995.1|AAX72_RS12765	GCA_021384445.1|LL939_12645	GCA_025194405.1|EFS18_00245
GCA_021384415.1|LLM24_12140	GCA_021384515.1|LL938_11845	GCA_003184305.1|CCS05_06200	GCA_002117225.1|AZI09_06645	GCA_021384505.1|LL942_12010	GCA_026410225.1|OSJ94_11970	GCA_002117325.1|AZI10_06995	GCA_021384395.1|LL940_12340	GCA_021384615.1|LL936_12580	GCA_021384555.1|LL945_11970	GCA_021384595.1|LL943_12110	GCA_021384565.1|LL941_11805	GCA_024330045.1|NMO39_10235	GCA_021384405.1|LL937_11775
